"year","state","county","cases","population","type"
2019,"North Carolina","Pender County",56,62162,"gonorrhea"
2019,"Minnesota","Blue Earth County",522,67427,"chlamydia"
2019,"Texas","Parker County",89,138371,"gonorrhea"
2019,"Minnesota","Yellow Medicine County",9,9795,"gonorrhea"
2019,"Indiana","Hancock County",256,76351,"chlamydia"
2019,"South Dakota","Union County",0,15619,"primary and secondary syphilis"
2019,"Arkansas","Hempstead County",1,21741,"primary and secondary syphilis"
2019,"West Virginia","Braxton County",24,14089,"gonorrhea"
2019,"California","San Mateo County",895,769545,"gonorrhea"
2019,"Mississippi","Oktibbeha County",227,49599,"gonorrhea"
2019,"South Dakota","Harding County",0,1249,"gonorrhea"
2019,"Texas","Floyd County",0,5837,"primary and secondary syphilis"
2019,"Kansas","Stafford County",0,4178,"gonorrhea"
2019,"New York","Erie County",5496,919719,"chlamydia"
2019,"Oregon","Lincoln County",103,49388,"chlamydia"
2019,"Minnesota","Anoka County",1267,353813,"chlamydia"
2019,"South Dakota","Turner County",11,8424,"chlamydia"
2019,"Mississippi","Greene County",24,13586,"gonorrhea"
2019,"Iowa","Guthrie County",25,10720,"chlamydia"
2019,"Florida","Suwannee County",1,44191,"primary and secondary syphilis"
2019,"Missouri","Montgomery County",30,11534,"chlamydia"
2019,"Kentucky","Webster County",41,13111,"chlamydia"
2019,"Minnesota","Sherburne County",64,96036,"gonorrhea"
2019,"West Virginia","Mineral County",38,26940,"chlamydia"
2019,"Ohio","Hamilton County",108,816684,"primary and secondary syphilis"
2019,"Georgia","Chattooga County",1,24790,"primary and secondary syphilis"
2019,"Florida","Seminole County",1994,467832,"chlamydia"
2019,"Pennsylvania","Westmoreland County",158,350611,"gonorrhea"
2019,"Alabama","Tuscaloosa County",59,208911,"primary and secondary syphilis"
2019,"Iowa","Hamilton County",8,14952,"gonorrhea"
2019,"Texas","Sutton County",0,3758,"primary and secondary syphilis"
2019,"New Mexico","Harding County",0,655,"primary and secondary syphilis"
2019,"California","Fresno County",7225,994400,"chlamydia"
2019,"Missouri","Harrison County",0,8414,"primary and secondary syphilis"
2019,"Georgia","Twiggs County",29,8188,"chlamydia"
2019,"Georgia","Upson County",0,26215,"primary and secondary syphilis"
2019,"Missouri","Sullivan County",1,6221,"primary and secondary syphilis"
2019,"Michigan","Livingston County",45,191224,"gonorrhea"
2019,"Arizona","Yavapai County",4,231993,"primary and secondary syphilis"
2019,"Nebraska","Cass County",2,26159,"primary and secondary syphilis"
2019,"Kentucky","Butler County",11,12772,"gonorrhea"
2019,"Mississippi","Franklin County",2,7788,"primary and secondary syphilis"
2019,"Kentucky","Madison County",5,92368,"primary and secondary syphilis"
2019,"Virginia","Westmoreland County",18,17830,"gonorrhea"
2019,"Kentucky","Hickman County",0,4421,"primary and secondary syphilis"
2019,"California","Siskiyou County",122,43724,"chlamydia"
2019,"Oklahoma","Rogers County",315,91984,"chlamydia"
2019,"Michigan","Cass County",215,51653,"chlamydia"
2019,"New Mexico","San Juan County",937,125043,"chlamydia"
2019,"Wisconsin","Trempealeau County",85,29442,"chlamydia"
2019,"Colorado","Douglas County",8,342776,"primary and secondary syphilis"
2019,"Missouri","Iron County",3,10177,"primary and secondary syphilis"
2019,"Oklahoma","Cherokee County",335,48675,"chlamydia"
2019,"Virginia","Mecklenburg County",194,30650,"chlamydia"
2019,"Colorado","Bent County",19,5882,"chlamydia"
2019,"Alabama","Pike County",139,33338,"gonorrhea"
2019,"Oklahoma","Alfalfa County",3,5754,"gonorrhea"
2019,"Ohio","Morgan County",51,14604,"chlamydia"
2019,"South Dakota","Walworth County",0,5587,"primary and secondary syphilis"
2019,"Kentucky","Rockcastle County",1,16750,"primary and secondary syphilis"
2019,"Texas","Sherman County",0,3079,"primary and secondary syphilis"
2019,"Texas","El Paso County",702,840758,"gonorrhea"
2019,"Alabama","Choctaw County",63,12841,"chlamydia"
2019,"Maine","Waldo County",0,39694,"primary and secondary syphilis"
2019,"Kansas","Shawnee County",1299,177499,"chlamydia"
2019,"Oregon","Linn County",9,127335,"primary and secondary syphilis"
2019,"North Carolina","Graham County",3,8484,"gonorrhea"
2019,"Arkansas","Crawford County",206,63406,"chlamydia"
2019,"Georgia","Upson County",34,26215,"gonorrhea"
2019,"Indiana","Jasper County",0,33370,"primary and secondary syphilis"
2019,"Indiana","Washington County",0,27943,"primary and secondary syphilis"
2019,"California","Trinity County",9,12535,"gonorrhea"
2019,"Kentucky","Whitley County",205,36242,"chlamydia"
2019,"Louisiana","St. Landry Parish",3,82764,"primary and secondary syphilis"
2019,"Louisiana","Red River Parish",21,8477,"gonorrhea"
2019,"Washington","Whatcom County",11,225685,"primary and secondary syphilis"
2019,"Idaho","Idaho County",2,16513,"gonorrhea"
2019,"Alabama","Cleburne County",16,14987,"gonorrhea"
2019,"Georgia","Montgomery County",3,9193,"primary and secondary syphilis"
2019,"North Carolina","Lee County",328,61452,"chlamydia"
2019,"Florida","Jefferson County",81,14288,"chlamydia"
2019,"Utah","Washington County",483,171700,"chlamydia"
2019,"South Dakota","Codington County",0,28015,"primary and secondary syphilis"
2019,"South Dakota","Brookings County",1,35232,"primary and secondary syphilis"
2019,"Indiana","Jackson County",164,44111,"chlamydia"
2019,"Arkansas","Grant County",1,18188,"primary and secondary syphilis"
2019,"Montana","Glacier County",149,13747,"chlamydia"
2019,"Nebraska","York County",43,13772,"chlamydia"
2019,"Ohio","Crawford County",0,41550,"primary and secondary syphilis"
2019,"Michigan","Lapeer County",174,88028,"chlamydia"
2019,"Virginia","Hopewell city",6,22596,"primary and secondary syphilis"
2019,"Michigan","St. Clair County",457,159337,"chlamydia"
2019,"Nebraska","Banner County",0,730,"primary and secondary syphilis"
2019,"Mississippi","Yazoo County",145,28248,"gonorrhea"
2019,"Ohio","Williams County",0,36804,"primary and secondary syphilis"
2019,"Louisiana","West Feliciana Parish",0,15460,"primary and secondary syphilis"
2019,"Kentucky","Anderson County",0,22663,"primary and secondary syphilis"
2019,"Georgia","Decatur County",282,26575,"chlamydia"
2019,"Kentucky","Pike County",3,58402,"primary and secondary syphilis"
2019,"Idaho","Clark County",0,852,"primary and secondary syphilis"
2019,"Oregon","Linn County",151,127335,"gonorrhea"
2019,"Georgia","Seminole County",18,8315,"gonorrhea"
2019,"Arkansas","Polk County",0,20049,"primary and secondary syphilis"
2019,"Virginia","Prince Edward County",53,22950,"gonorrhea"
2019,"Mississippi","George County",59,24250,"gonorrhea"
2019,"Virginia","Roanoke city",1139,99920,"chlamydia"
2019,"Texas","Kendall County",18,45641,"gonorrhea"
2019,"Minnesota","Douglas County",0,37964,"primary and secondary syphilis"
2019,"Michigan","Charlevoix County",4,26244,"gonorrhea"
2019,"Massachusetts","Hampden County",62,470406,"primary and secondary syphilis"
2019,"Utah","Wasatch County",0,33240,"primary and secondary syphilis"
2019,"Virginia","Rockbridge County",19,22752,"gonorrhea"
2019,"Kansas","Woodson County",3,3183,"chlamydia"
2019,"California","Lake County",275,64382,"chlamydia"
2019,"Illinois","Macon County",685,104712,"gonorrhea"
2019,"Kentucky","Letcher County",24,21899,"chlamydia"
2019,"Tennessee","Tipton County",121,61581,"gonorrhea"
2019,"South Dakota","Brule County",13,5229,"gonorrhea"
2019,"Florida","Putnam County",6,74163,"primary and secondary syphilis"
2019,"Tennessee","Bedford County",222,49038,"chlamydia"
2019,"Wisconsin","Fond du Lac County",402,103066,"chlamydia"
2019,"Colorado","Otero County",15,18432,"gonorrhea"
2019,"North Dakota","Mountrail County",7,10218,"primary and secondary syphilis"
2019,"South Carolina","McCormick County",43,9410,"chlamydia"
2019,"Minnesota","Itasca County",154,45108,"chlamydia"
2019,"Florida","Clay County",11,216072,"primary and secondary syphilis"
2019,"Nebraska","Sherman County",0,3038,"gonorrhea"
2019,"Mississippi","Montgomery County",1,10023,"primary and secondary syphilis"
2019,"Virginia","Shenandoah County",1,43497,"primary and secondary syphilis"
2019,"Nebraska","Seward County",0,17318,"primary and secondary syphilis"
2019,"Washington","Benton County",22,201877,"primary and secondary syphilis"
2019,"Colorado","Routt County",1,25733,"primary and secondary syphilis"
2019,"California","Orange County",14265,3185968,"chlamydia"
2019,"Colorado","Routt County",4,25733,"gonorrhea"
2019,"Ohio","Huron County",0,58504,"primary and secondary syphilis"
2019,"Georgia","Jones County",2,28616,"primary and secondary syphilis"
2019,"Tennessee","Shelby County",193,935764,"primary and secondary syphilis"
2019,"Tennessee","Dyer County",2,37320,"primary and secondary syphilis"
2019,"Wisconsin","Langlade County",47,19268,"chlamydia"
2019,"Kentucky","Pulaski County",286,64623,"chlamydia"
2019,"Washington","Lewis County",305,79604,"chlamydia"
2019,"Texas","Bandera County",6,22824,"gonorrhea"
2019,"California","Nevada County",223,99696,"chlamydia"
2019,"California","Napa County",16,139417,"primary and secondary syphilis"
2019,"Kansas","Pratt County",40,9378,"chlamydia"
2019,"Nebraska","Hall County",310,61607,"chlamydia"
2019,"Nebraska","Lincoln County",127,35185,"chlamydia"
2019,"California","Calaveras County",98,45602,"chlamydia"
2019,"Texas","Carson County",1,6005,"gonorrhea"
2019,"South Dakota","Faulk County",1,2330,"chlamydia"
2019,"Georgia","Screven County",2,13938,"primary and secondary syphilis"
2019,"Nevada","Churchill County",12,24440,"gonorrhea"
2019,"Texas","Yoakum County",0,8591,"primary and secondary syphilis"
2019,"Illinois","Williamson County",0,67056,"primary and secondary syphilis"
2019,"Oklahoma","Bryan County",113,47192,"gonorrhea"
2019,"Ohio","Clark County",10,134585,"primary and secondary syphilis"
2019,"Colorado","Weld County",1508,314305,"chlamydia"
2019,"South Carolina","Allendale County",0,8903,"primary and secondary syphilis"
2019,"Louisiana","Winn Parish",39,14134,"gonorrhea"
2019,"Oregon","Deschutes County",70,191996,"gonorrhea"
2019,"Illinois","Woodford County",25,38463,"gonorrhea"
2019,"Oregon","Benton County",70,92101,"gonorrhea"
2019,"Texas","Hunt County",337,96493,"chlamydia"
2019,"New Jersey","Bergen County",2326,936692,"chlamydia"
2019,"Texas","Milam County",39,25131,"chlamydia"
2019,"Missouri","Lincoln County",83,57686,"gonorrhea"
2019,"Colorado","Boulder County",1359,326078,"chlamydia"
2019,"New Mexico","Chaves County",8,64689,"primary and secondary syphilis"
2019,"Minnesota","Lake of the Woods County",0,3758,"primary and secondary syphilis"
2019,"Michigan","Muskegon County",575,173588,"gonorrhea"
2019,"Michigan","Hillsdale County",94,45749,"chlamydia"
2019,"Texas","Jim Wells County",184,40822,"chlamydia"
2019,"Maryland","St. Mary's County",511,112664,"chlamydia"
2019,"North Dakota","Griggs County",0,2232,"primary and secondary syphilis"
2019,"Nebraska","Scotts Bluff County",0,35989,"primary and secondary syphilis"
2019,"Montana","Richland County",0,10913,"primary and secondary syphilis"
2019,"West Virginia","Marshall County",11,30785,"gonorrhea"
2019,"Mississippi","Stone County",1,18717,"primary and secondary syphilis"
2019,"Indiana","Dubois County",1,42565,"primary and secondary syphilis"
2019,"Illinois","Jasper County",16,9611,"chlamydia"
2019,"Virginia","Alexandria city",848,160530,"chlamydia"
2019,"Florida","Escambia County",23,315534,"primary and secondary syphilis"
2019,"Minnesota","Washington County",761,259201,"chlamydia"
2019,"Michigan","Menominee County",57,22983,"chlamydia"
2019,"South Dakota","Lincoln County",164,58807,"chlamydia"
2019,"Mississippi","Wilkinson County",15,8792,"gonorrhea"
2019,"Iowa","Wapello County",132,35205,"gonorrhea"
2019,"Kansas","Harvey County",37,34210,"gonorrhea"
2019,"North Carolina","Anson County",0,24877,"primary and secondary syphilis"
2019,"Mississippi","Rankin County",11,153902,"primary and secondary syphilis"
2019,"Pennsylvania","Delaware County",965,564751,"gonorrhea"
2019,"Illinois","Morgan County",0,33976,"primary and secondary syphilis"
2019,"Wisconsin","Lafayette County",0,16665,"primary and secondary syphilis"
2019,"Oklahoma","Wagoner County",6,80110,"primary and secondary syphilis"
2019,"Connecticut","New London County",242,266784,"gonorrhea"
2019,"Missouri","McDonald County",18,23078,"gonorrhea"
2019,"North Dakota","Nelson County",1,2869,"gonorrhea"
2019,"South Carolina","Georgetown County",5,62249,"primary and secondary syphilis"
2019,"Tennessee","Giles County",136,29503,"chlamydia"
2019,"New York","Cattaraugus County",2,76840,"primary and secondary syphilis"
2019,"Utah","Morgan County",13,12045,"chlamydia"
2019,"Utah","Salt Lake County",5210,1152633,"chlamydia"
2019,"Kansas","Sedgwick County",3577,513607,"chlamydia"
2019,"Iowa","Jasper County",1,37147,"primary and secondary syphilis"
2019,"Oregon","Hood River County",96,23428,"chlamydia"
2019,"Kansas","Saline County",0,54401,"primary and secondary syphilis"
2019,"North Carolina","Stanly County",1,62075,"primary and secondary syphilis"
2019,"Louisiana","Cameron Parish",5,6968,"gonorrhea"
2019,"Texas","Menard County",2,2139,"gonorrhea"
2019,"Georgia","Bleckley County",106,12838,"chlamydia"
2019,"Virginia","Henrico County",860,329261,"gonorrhea"
2019,"Oklahoma","McIntosh County",26,19815,"gonorrhea"
2019,"Arkansas","Conway County",0,20891,"primary and secondary syphilis"
2019,"Kentucky","Owsley County",2,4472,"gonorrhea"
2019,"Indiana","Tippecanoe County",1047,193048,"chlamydia"
2019,"Virginia","Scott County",11,21534,"gonorrhea"
2019,"Georgia","Lanier County",35,10340,"chlamydia"
2019,"Alabama","Barbour County",136,24881,"gonorrhea"
2019,"Illinois","Morgan County",36,33976,"gonorrhea"
2019,"New York","Suffolk County",5370,1481093,"chlamydia"
2019,"Virginia","Roanoke city",396,99920,"gonorrhea"
2019,"Montana","Meagher County",0,1866,"gonorrhea"
2019,"Alabama","DeKalb County",55,71385,"gonorrhea"
2019,"Texas","Madison County",2,14422,"primary and secondary syphilis"
2019,"Missouri","Clinton County",64,20470,"chlamydia"
2019,"Virginia","Lunenburg County",0,12086,"primary and secondary syphilis"
2019,"Pennsylvania","Cameron County",9,4492,"chlamydia"
2019,"Kentucky","Boyd County",111,47240,"chlamydia"
2019,"California","Ventura County",762,850967,"gonorrhea"
2019,"Oklahoma","Garfield County",4,60913,"primary and secondary syphilis"
2019,"South Dakota","Corson County",60,4165,"gonorrhea"
2019,"Indiana","Putnam County",95,37779,"chlamydia"
2019,"Idaho","Jerome County",17,24015,"gonorrhea"
2019,"North Carolina","New Hanover County",20,232274,"primary and secondary syphilis"
2019,"New York","Orleans County",20,40612,"gonorrhea"
2019,"Kentucky","Metcalfe County",26,10030,"chlamydia"
2019,"Pennsylvania","Chester County",1419,522046,"chlamydia"
2019,"Montana","Daniels County",2,1747,"chlamydia"
2019,"Georgia","Evans County",121,10721,"chlamydia"
2019,"Virginia","Accomack County",0,32412,"primary and secondary syphilis"
2019,"Illinois","Effingham County",7,34208,"gonorrhea"
2019,"Georgia","Quitman County",20,2279,"chlamydia"
2019,"Kansas","Morton County",14,2667,"chlamydia"
2019,"Massachusetts","Nantucket County",2,11327,"primary and secondary syphilis"
2019,"Texas","Collin County",2544,1005146,"chlamydia"
2019,"Minnesota","Watonwan County",2,10980,"gonorrhea"
2019,"North Dakota","Sargent County",6,3870,"chlamydia"
2019,"Florida","Flagler County",97,112067,"gonorrhea"
2019,"Nebraska","Logan County",0,749,"primary and secondary syphilis"
2019,"Wisconsin","Polk County",100,43598,"chlamydia"
2019,"Texas","Tyler County",18,21696,"gonorrhea"
2019,"New Hampshire","Grafton County",22,89786,"gonorrhea"
2019,"New York","Schenectady County",25,155350,"primary and secondary syphilis"
2019,"Wyoming","Johnson County",4,8460,"gonorrhea"
2019,"Missouri","Barry County",36,35886,"gonorrhea"
2019,"Kentucky","Pike County",29,58402,"gonorrhea"
2019,"Maryland","St. Mary's County",314,112664,"gonorrhea"
2019,"Kansas","Kearny County",4,3943,"gonorrhea"
2019,"Kentucky","Meade County",0,28715,"primary and secondary syphilis"
2019,"Nevada","Lyon County",4,55808,"primary and secondary syphilis"
2019,"Virginia","Accomack County",44,32412,"gonorrhea"
2019,"Kentucky","Edmonson County",20,12274,"chlamydia"
2019,"Ohio","Lorain County",10,309461,"primary and secondary syphilis"
2019,"Georgia","Hancock County",22,8348,"gonorrhea"
2019,"South Dakota","Marshall County",0,5112,"primary and secondary syphilis"
2019,"West Virginia","Greenbrier County",14,34786,"gonorrhea"
2019,"Texas","Delta County",14,5349,"chlamydia"
2019,"Virginia","Sussex County",0,11237,"primary and secondary syphilis"
2019,"Kansas","Rooks County",11,5013,"chlamydia"
2019,"Michigan","Benzie County",3,17753,"gonorrhea"
2019,"Iowa","Mitchell County",19,10569,"chlamydia"
2019,"North Carolina","Rockingham County",4,90690,"primary and secondary syphilis"
2019,"Oklahoma","Grant County",3,4326,"gonorrhea"
2019,"Georgia","Jasper County",0,14040,"primary and secondary syphilis"
2019,"North Dakota","Sargent County",1,3870,"gonorrhea"
2019,"Arkansas","Garland County",474,99154,"chlamydia"
2019,"Maryland","Prince George's County",2196,909308,"gonorrhea"
2019,"Nebraska","Sioux County",1,1187,"chlamydia"
2019,"Ohio","Lawrence County",72,59866,"gonorrhea"
2019,"Nebraska","Merrick County",0,7733,"primary and secondary syphilis"
2019,"Minnesota","Roseau County",17,15150,"chlamydia"
2019,"Alaska","Juneau City and Borough",49,32113,"gonorrhea"
2019,"Texas","Refugio County",23,7032,"chlamydia"
2019,"Michigan","Van Buren County",72,75448,"gonorrhea"
2019,"Arkansas","Sebastian County",647,127753,"chlamydia"
2019,"Georgia","Baker County",3,3092,"chlamydia"
2019,"Utah","Wasatch County",54,33240,"chlamydia"
2019,"North Carolina","Robeson County",12,131831,"primary and secondary syphilis"
2019,"Alabama","Crenshaw County",110,13824,"chlamydia"
2019,"Idaho","Valley County",30,11041,"chlamydia"
2019,"Kansas","Dickinson County",4,18717,"gonorrhea"
2019,"Colorado","Kiowa County",0,1383,"gonorrhea"
2019,"Iowa","Dallas County",290,90180,"chlamydia"
2019,"Louisiana","Grant Parish",7,22482,"primary and secondary syphilis"
2019,"Texas","Uvalde County",16,26846,"gonorrhea"
2019,"Georgia","Irwin County",51,9398,"chlamydia"
2019,"Virginia","Alleghany County",44,14910,"chlamydia"
2019,"New York","Bronx County",5913,1432132,"gonorrhea"
2019,"Texas","Taylor County",2,137640,"primary and secondary syphilis"
2019,"Alabama","St. Clair County",303,88690,"chlamydia"
2019,"North Carolina","Person County",204,39507,"chlamydia"
2019,"West Virginia","Monroe County",2,13280,"gonorrhea"
2019,"Tennessee","Wayne County",2,16558,"primary and secondary syphilis"
2019,"Wisconsin","Manitowoc County",267,79074,"chlamydia"
2019,"Alaska","Prince of Wales-Hyder Census Area",0,6422,"gonorrhea"
2019,"Kansas","Harper County",0,5506,"primary and secondary syphilis"
2019,"Oregon","Douglas County",85,110283,"gonorrhea"
2019,"Arkansas","Mississippi County",230,41239,"gonorrhea"
2019,"West Virginia","Marion County",177,56097,"chlamydia"
2019,"Texas","Lamar County",301,49728,"chlamydia"
2019,"New York","Bronx County",427,1432132,"primary and secondary syphilis"
2019,"Nebraska","Colfax County",0,10881,"primary and secondary syphilis"
2019,"Wisconsin","Fond du Lac County",65,103066,"gonorrhea"
2019,"Texas","Upshur County",15,41260,"gonorrhea"
2019,"Minnesota","Nicollet County",0,34220,"primary and secondary syphilis"
2019,"Pennsylvania","Beaver County",5,164742,"primary and secondary syphilis"
2019,"Oregon","Crook County",11,23867,"gonorrhea"
2019,"Utah","Piute County",0,1445,"gonorrhea"
2019,"Mississippi","Monroe County",157,35564,"gonorrhea"
2019,"South Dakota","Perkins County",3,2922,"chlamydia"
2019,"Tennessee","Rhea County",0,33044,"primary and secondary syphilis"
2019,"Illinois","Bond County",1,16630,"primary and secondary syphilis"
2019,"West Virginia","Jackson County",1,28706,"primary and secondary syphilis"
2019,"West Virginia","Roane County",1,13932,"primary and secondary syphilis"
2019,"Indiana","Newton County",15,14011,"chlamydia"
2019,"Maryland","Howard County",238,323196,"gonorrhea"
2019,"New Jersey","Essex County",6631,799767,"chlamydia"
2019,"Iowa","Marion County",107,33407,"chlamydia"
2019,"South Dakota","Potter County",5,2207,"chlamydia"
2019,"Georgia","Berrien County",89,19252,"chlamydia"
2019,"Michigan","Allegan County",109,117327,"gonorrhea"
2019,"Iowa","Mahaska County",98,22000,"chlamydia"
2019,"Georgia","Whitfield County",466,104062,"chlamydia"
2019,"Arkansas","Izard County",0,13593,"primary and secondary syphilis"
2019,"Texas","Comanche County",39,13534,"chlamydia"
2019,"Oklahoma","Sequoyah County",4,41179,"primary and secondary syphilis"
2019,"Kentucky","Morgan County",0,13345,"primary and secondary syphilis"
2019,"Texas","Fisher County",0,3839,"primary and secondary syphilis"
2019,"Minnesota","Pine County",1,29483,"primary and secondary syphilis"
2019,"Illinois","Pulaski County",25,5463,"chlamydia"
2019,"Virginia","Hampton city",1853,134313,"chlamydia"
2019,"Washington","Okanogan County",142,42132,"chlamydia"
2019,"Virginia","Radford city",284,18339,"chlamydia"
2019,"Kansas","Elk County",0,2508,"primary and secondary syphilis"
2019,"Utah","Juab County",15,11555,"chlamydia"
2019,"Wisconsin","Racine County",459,196584,"gonorrhea"
2019,"Missouri","Putnam County",1,4757,"gonorrhea"
2019,"Utah","Utah County",5,622213,"primary and secondary syphilis"
2019,"Minnesota","Martin County",7,19785,"gonorrhea"
2019,"New York","Nassau County",818,1358343,"gonorrhea"
2019,"Texas","Nolan County",0,14751,"primary and secondary syphilis"
2019,"Kansas","Doniphan County",5,7682,"gonorrhea"
2019,"Iowa","Pocahontas County",2,6740,"gonorrhea"
2019,"Minnesota","Dodge County",47,20822,"chlamydia"
2019,"Kentucky","Pendleton County",32,14529,"chlamydia"
2019,"Texas","Foard County",0,1200,"primary and secondary syphilis"
2019,"North Dakota","Mercer County",0,8267,"primary and secondary syphilis"
2019,"Kentucky","Bracken County",7,8239,"gonorrhea"
2019,"Indiana","Knox County",124,36895,"chlamydia"
2019,"South Dakota","Clay County",17,14041,"gonorrhea"
2019,"Texas","Matagorda County",21,36552,"gonorrhea"
2019,"Texas","Kerr County",0,52405,"primary and secondary syphilis"
2019,"Iowa","Jackson County",1,19432,"primary and secondary syphilis"
2019,"Virginia","Frederick County",270,88355,"chlamydia"
2019,"North Dakota","Grant County",0,2374,"gonorrhea"
2019,"Utah","Sevier County",0,21539,"primary and secondary syphilis"
2019,"California","Solano County",80,446610,"primary and secondary syphilis"
2019,"Alabama","Henry County",49,17209,"gonorrhea"
2019,"Wisconsin","Washburn County",3,15878,"gonorrhea"
2019,"Nebraska","Rock County",2,1360,"chlamydia"
2019,"Georgia","Brantley County",0,18897,"primary and secondary syphilis"
2019,"Florida","Highlands County",379,105424,"chlamydia"
2019,"Indiana","Starke County",0,22935,"primary and secondary syphilis"
2019,"Alabama","Perry County",1,9140,"primary and secondary syphilis"
2019,"Kansas","Cloud County",28,8729,"chlamydia"
2019,"California","Riverside County",12258,2450758,"chlamydia"
2019,"Texas","Willacy County",11,21515,"gonorrhea"
2019,"Massachusetts","Essex County",44,790638,"primary and secondary syphilis"
2019,"New York","Broome County",208,191659,"gonorrhea"
2019,"Idaho","Boise County",0,7634,"primary and secondary syphilis"
2019,"Indiana","St. Joseph County",8,270771,"primary and secondary syphilis"
2019,"North Carolina","Watauga County",0,55945,"primary and secondary syphilis"
2019,"Florida","Seminole County",619,467832,"gonorrhea"
2019,"Missouri","Clay County",1137,246365,"chlamydia"
2019,"Washington","Pend Oreille County",2,13602,"gonorrhea"
2019,"New York","Ontario County",61,109864,"gonorrhea"
2019,"Kansas","Pawnee County",1,6562,"primary and secondary syphilis"
2019,"Wisconsin","Eau Claire County",466,104534,"chlamydia"
2019,"Iowa","Audubon County",5,5506,"gonorrhea"
2019,"Iowa","Henry County",23,20067,"gonorrhea"
2019,"Georgia","Taliaferro County",3,1608,"chlamydia"
2019,"Virginia","Roanoke County",66,94073,"gonorrhea"
2019,"Kentucky","Muhlenberg County",0,30774,"primary and secondary syphilis"
2019,"Louisiana","Ouachita Parish",598,154475,"gonorrhea"
2019,"Idaho","Lemhi County",0,7961,"gonorrhea"
2019,"New Jersey","Ocean County",172,601651,"gonorrhea"
2019,"Texas","Madison County",19,14422,"gonorrhea"
2019,"Virginia","Isle of Wight County",58,36953,"gonorrhea"
2019,"Louisiana","Tensas Parish",17,4462,"chlamydia"
2019,"Iowa","Wright County",2,12690,"gonorrhea"
2019,"Michigan","Iron County",0,11117,"primary and secondary syphilis"
2019,"Louisiana","St. Bernard Parish",5,46721,"primary and secondary syphilis"
2019,"Colorado","Moffat County",5,13188,"gonorrhea"
2019,"New Jersey","Union County",591,558067,"gonorrhea"
2019,"Pennsylvania","Butler County",60,187888,"gonorrhea"
2019,"Indiana","Blackford County",20,11930,"gonorrhea"
2019,"Tennessee","Jefferson County",0,54012,"primary and secondary syphilis"
2019,"Virginia","Floyd County",0,15795,"primary and secondary syphilis"
2019,"Kansas","Trego County",0,2793,"primary and secondary syphilis"
2019,"South Dakota","Moody County",31,6579,"chlamydia"
2019,"Tennessee","Knox County",24,465289,"primary and secondary syphilis"
2019,"North Carolina","Columbus County",141,55655,"gonorrhea"
2019,"Kansas","Stevens County",0,5559,"primary and secondary syphilis"
2019,"Virginia","Manassas city",26,41641,"gonorrhea"
2019,"Montana","Valley County",4,7437,"gonorrhea"
2019,"Texas","Real County",0,3478,"primary and secondary syphilis"
2019,"South Dakota","Jackson County",15,3307,"gonorrhea"
2019,"Georgia","Terrell County",0,8611,"primary and secondary syphilis"
2019,"Ohio","Madison County",48,44413,"gonorrhea"
2019,"Wisconsin","Burnett County",21,15392,"chlamydia"
2019,"North Carolina","Halifax County",443,50574,"chlamydia"
2019,"Iowa","Marion County",21,33407,"gonorrhea"
2019,"Idaho","Jefferson County",35,29439,"chlamydia"
2019,"Colorado","Crowley County",0,5858,"primary and secondary syphilis"
2019,"Indiana","Starke County",8,22935,"gonorrhea"
2019,"South Carolina","Orangeburg County",7,86934,"primary and secondary syphilis"
2019,"Michigan","Delta County",112,35857,"chlamydia"
2019,"Ohio","Athens County",526,65818,"chlamydia"
2019,"Oklahoma","Latimer County",1,10231,"primary and secondary syphilis"
2019,"North Dakota","Renville County",0,2374,"primary and secondary syphilis"
2019,"Texas","Franklin County",9,10766,"chlamydia"
2019,"Ohio","Putnam County",13,33780,"gonorrhea"
2019,"Indiana","Vigo County",694,107386,"chlamydia"
2019,"Colorado","Prowers County",3,12164,"gonorrhea"
2019,"Ohio","Delaware County",8,204826,"primary and secondary syphilis"
2019,"Tennessee","Sullivan County",213,157668,"gonorrhea"
2019,"Texas","Lampasas County",2,21229,"primary and secondary syphilis"
2019,"Minnesota","Goodhue County",131,46403,"chlamydia"
2019,"West Virginia","Pendleton County",0,6997,"primary and secondary syphilis"
2019,"Illinois","Union County",1,16841,"primary and secondary syphilis"
2019,"Washington","Stevens County",30,45260,"gonorrhea"
2019,"California","Alameda County",9645,1666753,"chlamydia"
2019,"South Carolina","Beaufort County",12,188715,"primary and secondary syphilis"
2019,"Oregon","Yamhill County",1,107002,"primary and secondary syphilis"
2019,"Kansas","Neosho County",65,15951,"chlamydia"
2019,"Mississippi","Wayne County",141,20298,"chlamydia"
2019,"Texas","Fort Bend County",557,787858,"gonorrhea"
2019,"Wisconsin","Crawford County",22,16291,"chlamydia"
2019,"New York","Montgomery County",30,49455,"gonorrhea"
2019,"Ohio","Williams County",100,36804,"chlamydia"
2019,"North Carolina","Alexander County",39,37353,"gonorrhea"
2019,"California","Santa Barbara County",2624,446527,"chlamydia"
2019,"Massachusetts","Norfolk County",2140,705388,"chlamydia"
2019,"Louisiana","Vernon Parish",65,48860,"gonorrhea"
2019,"Minnesota","Wadena County",0,13773,"primary and secondary syphilis"
2019,"Texas","Medina County",109,50921,"chlamydia"
2019,"Iowa","Polk County",3468,487204,"chlamydia"
2019,"Arkansas","Newton County",19,7805,"chlamydia"
2019,"Ohio","Monroe County",7,13790,"gonorrhea"
